ID,LATITUDE,LONGITUDE,ELEVATION,2018_MB,2019_MB,2020_MB,2021_MB,2022_MB,2023_MB,2024_MB,Total_Size_MB
CGM00064056,1.0833,27.1333,524.0,,,,,,0.004,,
CGM00064062,2.7667,27.65,806.0,,,,,0.004,0.013,,
CGM00064071,1.3667,29.0667,900.0,,,,,,,,
CGM00064075,1.45,29.867,920.0,,,,,,,,
CGM00064076,1.5,30.2167,1239.0,,,,,0.008,0.064,,
CGM00064101,-1.05,17.2,318.0,,,,0.004,0.004,0.005,,
CGM00064146,-3.4833,23.4667,479.0,,,,,,,,
CGM00064156,-2.6,26.55,569.0,,,,,,,,
CGM00064157,-1.1833,29.45,1275.0,,,,,,,,
CGM00064162,-0.75,26.567,762.0,,,,,,,,
CGM00064170,-1.4167,27.0,800.0,,0.004,,,,,,
CGM00064180,-2.5167,28.85,1612.0,0.043,0.017,0.009,0.026,0.065,0.03,0.034,
CGM00064184,-1.6833,29.2333,1552.0,0.887,2.0,2.0,2.0,0.825,0.835,0.536,
CGM00064203,-5.9167,12.45,122.0,,,,,,,,
CGM00064209,-4.95,14.1333,236.0,,,,,,,,
CGM00064211,-4.3167,15.3167,282.0,0.313,0.126,0.024,0.054,0.215,0.272,0.094,
CGM00064220,-4.3667,15.25,445.0,0.038,0.01,0.004,0.036,0.142,0.363,0.203,
CGM00064224,-4.3333,20.5833,465.0,0.155,0.087,0.084,0.134,0.23,0.258,0.118,
CGM00064248,-7.1333,23.7333,880.0,,,,,,,,
CGM00064264,-4.5167,26.5833,544.0,,,,,,,,
CGM00064285,-5.8833,29.1833,790.0,0.016,0.134,0.29,0.312,0.359,0.242,0.262,
CGM00064302,-8.35,22.583,882.0,,,,,,,,
CGM00064348,-8.6,27.3333,1579.0,,,,,,,,
CGM00064370,-11.65,27.4667,1260.0,,,,,,,,
CGU004459-1,1.62,18.07,326.0,,,,,,,,
CHA00450021,22.2,114.033,39.0,,,,,,,,
CHA00450030,22.25,113.85,76.0,,,,,,,,
CHA00450060,22.283,114.117,76.0,,,,,,,,
CHA00450081,22.267,114.25,50.0,,,,,,,,
CHA00504250,50.5,120.067,671.0,,,,,,,,
CHA00505140,49.55,117.467,710.0,,,,,,,,
CHA00506560,48.65,126.667,305.0,,,,,,,,
CHA00507420,47.783,124.167,146.0,,,,,,,,
CHA00507580,47.25,125.883,259.0,,,,,,,,
CHA00507750,47.35,130.2,198.0,,,,,,,,
CHA00508340,46.5,121.367,427.0,,,,,,,,
CHA00508530,46.833,126.483,158.0,,,,,,,,
CHA00508731,46.817,130.333,80.0,,,,,,,,
CHA00508770,46.3,129.55,99.0,,,,,,,,
CHA00510680,47.1,87.383,472.0,,,,,,,,
CHA00512320,45.95,82.567,1067.0,,,,,,,,
CHA00513300,44.917,82.067,1366.0,,,,,,,,
CHA00513460,44.433,84.967,442.0,,,,,,,,
CHA00513560,44.3,86.033,457.0,,,,,,,,
CHA00514370,43.167,81.117,1830.0,,,,,,,,
CHA00514770,43.2,88.467,1037.0,,,,,,,,
CHA00514960,43.383,92.1,1890.0,,,,,,,,
CHA00515260,42.8,80.85,2042.0,,,,,,,,
CHA00515670,42.05,86.567,1097.0,,,,,,,,
CHA00515810,42.917,90.25,410.0,,,,,,,,
CHA00516280,41.267,80.233,1286.0,,,,,,,,
CHA00516420,41.783,84.167,883.0,,,,,,,,
CHA00517010,40.45,75.383,3651.0,,,,,,,,
CHA00517200,40.533,79.533,1158.0,,,,,,,,
CHA00518550,38.15,85.55,1248.0,,,,,,,,
CHA00519310,36.867,81.7,1554.0,,,,,,,,
CHA00523130,41.783,95.133,1935.0,,,,,,,,
CHA00524240,40.5,96.0,1177.0,,,,,,,,
CHA00524460,40.4,99.8,1158.0,,,,,,,,
CHA00524470,39.817,98.9,1372.0,,,,,,,,
CHA00525760,39.383,102.833,1383.0,,,,,,,,
CHA00526330,38.8,98.417,609.0,,,,,,,,
CHA00526450,38.467,99.55,2169.0,,,,,,,,
CHA00526610,38.8,101.083,1760.0,,,,,,,,
CHA00526740,38.467,102.183,1676.0,,,,,,,,
CHA00527070,37.067,92.867,2712.0,,,,,,,,
CHA00527400,37.3,99.017,3627.0,,,,,,,,
CHA00527650,37.367,101.617,2682.0,,,,,,,,
CHA00527970,37.133,104.217,1402.0,,,,,,,,
CHA00528250,36.45,96.467,2804.0,,,,,,,,
CHA00528330,36.95,98.35,2987.0,,,,,,,,
CHA00528420,36.783,99.083,2925.0,,,,,,,,
CHA00528560,36.35,100.783,2743.0,,,,,,,,
CHA00528680,36.033,101.433,2072.0,,,,,,,,
CHA00528760,36.333,102.833,1905.0,,,,,,,,
CHA00528950,36.583,104.683,1505.0,,,,,,,,
CHA00529410,35.717,98.917,3962.0,,,,,,,,
CHA00529430,35.75,99.983,3200.0,,,,,,,,
CHA00529570,35.267,100.65,3290.0,,,,,,,,
CHA00529680,35.033,101.467,3565.0,,,,,,,,
CHA00529840,35.467,102.983,1920.0,,,,,,,,
CHA00529860,35.333,104.0,1905.0,,,,,,,,
CHA00533620,42.033,111.533,1372.0,,,,,,,,
CHA00534780,40.167,112.333,1212.0,,,,,,,,
CHA00535190,39.05,106.4,975.0,,,,,,,,
CHA00536020,38.833,105.533,1500.0,,,,,,,,
CHA00536150,38.467,106.317,1005.0,,,,,,,,
CHA00537380,37.15,108.383,1438.0,,,,,,,,
CHA00537540,37.467,110.25,900.0,,,,,,,,
CHA00537820,37.817,113.567,908.0,,,,,,,,
CHA00538170,36.017,106.283,1676.0,,,,,,,,
CHA00538210,36.767,107.2,1322.0,,,,,,,,
CHA00538530,36.7,110.933,1006.0,,,,,,,,
CHA00539030,35.967,105.717,1935.0,,,,,,,,
CHA00539290,35.217,107.8,1219.0,,,,,,,,
CHA00539420,35.75,109.417,1000.0,,,,,,,,
CHA00539470,35.167,109.05,914.0,,,,,,,,
CHA00540630,44.967,125.683,240.0,,,,,,,,
CHA00541340,43.617,121.317,274.0,,,,,,,,
CHA00541420,43.7,123.6,183.0,,,,,,,,
CHA00541720,43.85,126.55,188.0,,,,,,,,
CHA00541950,43.317,129.75,244.0,,,,,,,,
CHA00542130,42.967,119.033,634.0,,,,,,,,
CHA00542840,42.333,127.283,610.0,,,,,,,,
CHA00542870,42.167,127.5,975.0,,,,,,,,
CHA00543350,41.383,121.8,25.0,,,,,,,,
CHA00543390,41.133,122.983,17.0,,,,,,,,
CHA00543510,41.883,124.083,273.0,,,,,,,,
CHA00543630,41.717,125.917,312.0,,,,,,,,
CHA00543650,41.267,125.367,204.0,,,,,,,,
CHA00544290,40.2,117.967,152.0,,,,,,,,
CHA00544540,40.35,120.35,18.0,,,,,,,,
CHA00544831,40.883,123.9,235.0,,,,,,,,
CHA00545180,39.05,116.4,8.0,,,,,,,,
CHA00545630,39.633,121.983,17.0,,,,,,,,
CHA00546160,38.333,116.833,11.0,,,,,,,,
CHA00546430,38.967,119.95,6.0,,,,,,,,
CHA00546460,38.35,119.683,6.0,,,,,,,,
CHA00547050,37.367,115.383,42.0,,,,,,,,
CHA00547360,37.55,118.733,6.0,,,,,,,,
CHA00547740,37.45,122.033,61.0,,,,,,,,
CHA00548520,36.983,120.65,72.0,,,,,,,,
CHA00549360,35.55,118.75,109.0,,,,,,,,
CHA00549520,35.967,120.483,25.0,,,,,,,,
CHA00552480,32.3,84.05,4420.0,,,,,,,,
CHA00554370,30.55,81.433,4736.0,,,,,,,,
CHA00555690,29.067,87.683,4237.0,,,,,,,,
CHA00555850,29.5,90.25,-999.0,,,,,,,,
CHA00556900,28.7,91.633,4336.0,,,,,,,,
CHA00560340,33.8,97.133,4419.0,,,,,,,,
CHA00560670,33.467,101.483,3350.0,,,,,,,,
CHA00560740,34.2,102.3,3109.0,,,,,,,,
CHA00561780,31.017,102.367,2426.0,,,,,,,,
CHA00563860,29.567,103.767,440.0,,,,,,,,
CHA00564590,28.15,100.933,2743.0,,,,,,,,
CHA00565330,27.683,98.35,3352.0,,,,,,,,
CHA00565430,27.7,99.7,3001.0,,,,,,,,
CHA00565480,27.217,99.317,2743.0,,,,,,,,
CHA00565650,27.433,101.533,2591.0,,,,,,,,
CHA00566640,26.367,101.217,1210.0,,,,,,,,
CHA00567410,25.783,98.85,2377.0,,,,,,,,
CHA00567930,25.783,104.95,2133.0,,,,,,,,
CHA00568750,24.45,102.567,1677.0,,,,,,,,
CHA00569750,23.317,102.367,1215.0,,,,,,,,
CHA00569940,23.367,104.383,1278.0,,,,,,,,
CHA00570160,34.35,107.133,610.0,,,,,,,,
CHA00570340,34.533,108.233,335.0,,,,,,,,
CHA00570770,34.15,112.1,753.0,,,,,,,,
CHA00570890,34.0,113.967,72.0,,,,,,,,
CHA00570910,34.75,114.417,67.0,,,,,,,,
CHA00571340,33.45,108.25,548.0,,,,,,,,
CHA00571430,33.917,109.95,748.0,,,,,,,,
CHA00571440,33.417,109.15,610.0,,,,,,,,
CHA00572320,32.9,108.517,457.0,,,,,,,,
CHA00572510,32.767,110.117,610.0,,,,,,,,
CHA00573130,31.9,106.7,360.0,,,,,,,,
CHA00573850,31.717,113.367,61.0,,,,,,,,
CHA00574500,31.017,110.7,442.0,,,,,,,,
CHA00574510,30.783,110.267,1188.0,,,,,,,,
CHA00574580,30.2,110.667,915.0,,,,,,,,
CHA00575371,29.3,108.167,91.0,,,,,,,,
CHA00575450,29.533,109.383,561.0,,,,,,,,
CHA00575740,29.433,112.183,28.0,,,,,,,,
CHA00575830,29.717,113.883,61.0,,,,,,,,
CHA00576080,28.217,105.433,366.0,,,,,,,,
CHA00576490,28.267,109.683,560.0,,,,,,,,
CHA00576690,28.15,111.633,201.0,,,,,,,,
CHA00576710,28.85,112.383,27.0,,,,,,,,
CHA00576820,28.75,113.617,88.0,,,,,,,,
CHA00577740,27.45,112.2,916.0,,,,,,,,
CHA00578030,26.7,105.767,1676.0,,,,,,,,
CHA00578720,26.933,112.583,98.0,,,,,,,,
CHA00578930,26.783,114.9,50.0,,,,,,,,
CHA00578961,26.333,114.5,152.0,,,,,,,,
CHA00579470,25.067,109.25,183.0,,,,,,,,
CHA00579650,25.617,111.6,152.0,,,,,,,,
CHA00580150,34.417,116.333,44.0,,,,,,,,
CHA00581380,33.333,118.667,2.0,,,,,,,,
CHA00582150,32.583,116.783,23.0,,,,,,,,
CHA00582590,32.1,120.867,1.0,,,,,,,,
CHA00583430,31.767,119.95,15.0,,,,,,,,
CHA00583580,31.267,120.617,19.0,,,,,,,,
CHA00584020,30.75,115.667,116.0,,,,,,,,
CHA00584070,30.067,115.333,29.0,,,,,,,,
CHA00584640,30.617,121.083,7.0,,,,,,,,
CHA00584730,30.717,122.817,197.0,,,,,,,,
CHA00585190,29.083,116.883,31.0,,,,,,,,
CHA00585310,29.717,118.267,145.0,,,,,,,,
CHA00585490,29.15,119.633,35.0,,,,,,,,
CHA00586080,28.05,115.533,40.0,,,,,,,,
CHA00586180,38.083,116.55,13.0,,,,,,,,
CHA00586340,28.683,118.25,94.0,,,,,,,,
CHA00586470,28.1,119.083,180.0,,,,,,,,
CHA00586670,28.133,121.217,100.0,,,,,,,,
CHA00588460,26.517,119.533,85.0,,,,,,,,
CHA00589180,25.067,116.35,207.0,,,,,,,,
CHA00589270,25.1,117.017,341.0,,,,,,,,
CHA00590210,25.083,107.2,305.0,,,,,,,,
CHA00590650,24.467,111.567,91.0,,,,,,,,
CHA00591260,24.633,117.65,24.0,,,,,,,,
CHA00591330,24.8,118.583,22.0,,,,,,,,
CHA00592180,23.133,106.417,740.0,,,,,,,,
CHA00592280,23.133,107.65,457.0,,,,,,,,
CHA00592420,23.85,109.417,76.0,,,,,,,,
CHA00592980,23.083,114.417,16.0,,,,,,,,
CHA00593030,23.967,115.967,152.0,,,,,,,,
CHA00593170,23.083,116.3,30.0,,,,,,,,
CHA00593461,23.533,119.567,21.0,,,,,,,,
CHA00594620,22.717,111.55,134.0,,,,,,,,
CHA00594780,22.267,112.783,46.0,,,,,,,,
CHA00596260,21.55,107.967,13.0,,,,,,,,
CHA00596470,21.033,109.117,41.0,,,,,,,,
CHA00596640,21.517,111.3,8.0,,,,,,,,
CHA00597540,20.367,110.167,109.0,,,,,,,,
CHA00598490,19.067,109.883,243.0,,,,,,,,
CHA00599540,18.5,110.0,50.0,,,,,,,,
CHA00749259,24.45,98.583,922.0,,,,,,,,
CHA00749321,25.5,103.083,1955.0,,,,,,,,
CHA00749322,25.417,100.733,1967.0,,,,,,,,
CHA00749323,25.0,103.583,1849.0,,,,,,,,
CHA00749324,23.75,106.083,162.0,,,,,,,,
CHA00749325,24.95,104.35,1550.0,,,,,,,,
CHA00749329,29.75,116.133,30.0,,,,,,,,
CHA00749336,30.25,104.033,481.0,,,,,,,,
CHA00749337,36.517,109.45,1196.0,,,,,,,,
CHA00749338,31.117,104.0,500.0,,,,,,,,
CHA00749339,30.45,103.533,539.0,,,,,,,,
CHA00749341,32.967,107.2,518.0,,,,,,,,
CHA00749345,30.417,103.917,486.0,,,,,,,,
CHA00749346,32.417,111.5,110.0,,,,,,,,
CHA00749347,32.083,118.75,25.0,,,,,,,,
CHA00749351,31.317,121.5,6.0,,,,,,,,
CHI0000ZBAD,39.5092,116.4106,29.9,,3.0,10.0,10.0,9.0,9.0,5.0,
CHI0000ZBDS,39.5,109.8667,1399.9,,,,,,,,
CHI0000ZBHD,36.5333,114.4333,69.8,,,,,,,,
CHI0000ZBHH,40.8514,111.8241,1083.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZBLA,49.205,119.825,661.1,,,,0.004,,,,
CHI0000ZBOW,40.5594,109.9984,1012.2,,0.004,,,,,,
CHI0000ZBSJ,38.2807,114.6973,71.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,29.0
CHI0000ZBTJ,39.1244,117.3462,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZBYN,37.7469,112.6284,784.9,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZGBH,21.5394,109.2939,16.0,0.004,,,,,,,
CHI0000ZGDY,29.1333,100.4833,900.0,0.004,0.016,0.005,,,0.012,0.009,
CHI0000ZGGG,23.3924,113.2988,15.2,9.0,10.0,10.0,9.0,10.0,9.0,5.0,62.0
CHI0000ZGHA,28.1892,113.2196,66.1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZGKL,25.2181,110.0392,173.7,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZGOW,23.4,116.6833,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZGSZ,22.6393,113.8107,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZGZJ,21.2167,110.4,28.0,,,,0.006,0.447,,,
CHI0000ZHCC,34.5197,113.8409,150.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZJHK,19.9349,110.459,22.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZJSY,18.3029,109.4123,28.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZLAN,36.117,103.617,1600.0,,,,,,,,
CHI0000ZLIC,38.4833,106.2167,1112.0,1.0,1.0,1.0,1.0,2.0,2.0,0.81,
CHI0000ZLJQ,39.7667,98.4833,1478.0,1.0,1.0,1.0,1.0,2.0,2.0,0.817,
CHI0000ZLXN,36.6167,101.7667,2262.0,1.0,1.0,1.0,1.0,2.0,2.0,0.811,
CHI0000ZLXY,34.4471,108.7516,479.1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZLYA,36.6,109.5,959.0,2.0,2.0,2.0,2.0,2.0,2.0,0.796,
CHI0000ZLYS,32.8167,97.1333,3890.0,,,,,,,,
CHI0000ZPJH,21.9739,100.7596,552.6,,,,,,,,
CHI0000ZPPP,24.9924,102.7435,1894.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZSCG,31.9205,119.7751,7.6,,0.004,0.004,,,0.004,,
CHI0000ZSCN,28.865,115.9,43.6,1.0,1.0,1.0,1.0,2.0,2.0,0.824,
CHI0000ZSGZ,25.85,114.95,125.0,1.0,1.0,1.0,1.0,2.0,2.0,0.796,
CHI0000ZSHC,30.2283,120.4317,7.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZSJN,36.8566,117.216,23.2,1.0,5.0,5.0,5.0,5.0,4.0,1.0,
CHI0000ZSNB,29.8249,121.4651,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZSNT,32.02,120.85,6.0,,,0.007,,,,0.004,
CHI0000ZSOF,31.78,117.2984,32.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZSPD,31.1434,121.8052,4.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZSQZ,24.7964,118.5897,51.0,,0.004,,,0.004,,,
CHI0000ZSSS,31.1979,121.3363,3.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZSTX,29.72,118.27,145.0,0.004,,0.004,0.007,,,,
CHI0000ZSWH,37.1871,122.2289,44.2,,,,,,,,
CHI0000ZSWX,31.5,120.4333,4.9,0.004,0.004,0.005,0.007,0.004,0.005,0.004,
CHI0000ZSWY,27.7667,118.0333,221.0,,,,,,,,
CHI0000ZSXZ,34.0594,117.5564,35.0,,,0.005,0.007,,,,
CHI0000ZSYN,33.4167,120.2,3.0,,,0.004,,,,,
CHI0000ZSYT,37.4017,121.3717,18.0,0.004,0.004,0.01,0.02,0.006,,0.004,
CHI0000ZSZS,29.9342,122.362,9.0,,,,,,,,
CHI0000ZUCK,29.7192,106.6417,416.0,5.0,5.0,5.0,5.0,5.0,2.0,,
CHI0000ZUGY,26.5385,106.8007,1138.7,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZUTF,30.319,104.445,440.1,,,,3.0,5.0,5.0,2.0,
CHI0000ZUUU,30.5785,103.9471,495.3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
CHI0000ZUXC,27.9891,102.1844,1558.1,,0.004,,,,,,
CHI0000ZUZY,27.8112,107.246,830.3,,0.004,0.004,,,,,
CHI0000ZWHM,42.8167,93.5167,739.0,1.0,1.0,1.0,1.0,2.0,2.0,0.789,
CHI0000ZWSH,39.5429,76.02,1380.4,4.0,5.0,5.0,5.0,5.0,5.0,2.0,31.0
CHI0000ZWWW,43.9071,87.4742,647.7,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZWYN,43.95,81.3333,663.0,2.0,2.0,2.0,2.0,2.0,0.554,,
CHI0000ZYJM,46.8434,130.4654,79.8,,,,,,,,
CHI0000ZYLA,49.217,119.8,488.0,,,,,,,,
CHI0000ZYMD,44.5241,129.569,269.1,,,,,,,,
CHI0000ZYQQ,47.2396,123.9181,145.4,2.0,2.0,2.0,2.0,2.0,2.0,0.816,
CHI0000ZYTL,38.9657,121.5386,32.6,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZYTX,41.6398,123.4834,60.3,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
CHI0000ZYYJ,42.8828,129.4513,190.2,,,,,,,,
CHM00045004,22.3119,114.1728,66.4,0.004,,,,,,,
CHM00045005,22.3,114.1667,62.0,0.004,,,,,,,
CHM00045009,22.4167,114.1167,947.0,,,,,,,,
CHM00045010,22.3667,114.2167,576.0,,,,,,,,
CHM00045032,22.5333,114.15,13.0,1.0,2.0,2.0,1.0,1.0,1.0,0.73,
CHM00045033,22.5333,114.3,10.0,,,,,,,,
CHM00045034,22.4833,114.2333,53.0,,,,,,0.004,,
CHM00045035,22.4667,113.9833,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.676,
CHM00045039,22.4,114.2,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.651,
CHM00045045,22.1833,114.3,60.0,1.0,1.0,1.0,1.0,0.826,1.0,0.657,
CHM00050353,51.7333,126.6333,175.6,2.0,2.0,2.0,2.0,2.0,2.0,0.894,
CHM00050434,50.45,121.7,733.0,2.0,2.0,2.0,2.0,2.0,2.0,0.747,
CHM00050442,50.8,124.283,549.0,,,,,,,,
CHM00050468,50.25,127.45,166.0,1.0,1.0,2.0,2.0,1.0,2.0,0.749,
CHM00050527,49.25,119.7,650.0,0.277,0.329,0.25,0.527,2.0,2.0,0.882,
CHM00050548,49.2,123.7167,288.0,1.0,1.0,1.0,1.0,1.0,1.0,0.594,
CHM00050557,49.1667,125.2333,243.0,2.0,2.0,2.0,2.0,2.0,2.0,0.882,
CHM00050564,49.4333,127.35,235.0,1.0,1.0,2.0,2.0,2.0,2.0,0.778,
CHM00050632,48.7667,121.9167,739.0,2.0,2.0,2.0,2.0,2.0,2.0,0.884,
CHM00050639,48.0,122.733,310.0,,,,,,,,
CHM00050646,48.483,124.85,199.0,,,,,,,,
CHM00050727,47.1667,119.9333,997.0,2.0,2.0,2.0,2.0,2.0,2.0,0.886,
CHM00050741,47.9,133.5,50.0,,,,,,,,
CHM00050756,47.45,126.8667,248.0,2.0,2.0,2.0,2.0,2.0,2.0,0.88,
CHM00050788,47.2333,131.9833,65.0,2.0,2.0,2.0,2.0,2.0,2.0,0.882,
CHM00050838,46.217,122.05,273.0,,,,,,,,
CHM00050844,46.4,123.45,150.0,1.0,1.0,0.186,0.42,1.0,1.0,0.662,
CHM00050854,46.3833,125.3167,150.0,1.0,1.0,2.0,2.0,2.0,2.0,0.768,
CHM00050862,47.067,128.033,264.0,,,,,,,,
CHM00050888,46.3167,132.1833,83.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709,
CHM00050936,45.633,122.85,151.0,,,,,,,,
CHM00050953,45.9333,126.5667,117.7,2.0,2.0,2.0,2.0,2.0,2.0,0.883,
CHM00050963,45.9667,128.7333,110.0,2.0,2.0,2.0,2.0,2.0,2.0,0.873,
CHM00050968,45.2167,127.9667,191.0,1.0,1.0,1.0,1.0,2.0,2.0,0.77,
CHM00050983,45.7667,132.9667,103.0,1.0,1.0,1.0,1.0,1.0,1.0,0.706,
CHM00051056,47.933,86.167,0.0,,,,,,,,
CHM00051077,47.167,88.367,-999.0,,,,,,,,
CHM00051133,46.7333,83.0,535.0,2.0,2.0,2.0,2.0,2.0,2.0,0.804,
CHM00051288,45.3667,90.5333,1651.0,1.0,1.0,1.0,1.0,2.0,0.565,,
CHM00051352,44.817,85.6,335.0,,,,,,,,
CHM00051379,44.0167,89.5667,794.0,1.0,1.0,1.0,1.0,2.0,2.0,0.773,
CHM00051463,43.7833,87.6167,919.0,2.0,2.0,2.0,2.0,2.0,2.0,0.888,
CHM00051495,43.2167,91.7333,732.0,1.0,1.0,1.0,1.0,1.0,0.638,,
CHM00051573,42.95,89.2333,39.3,2.0,2.0,2.0,2.0,2.0,2.0,0.85,
CHM00051638,41.3,81.683,985.0,,,,,,,,
CHM00051644,41.7167,82.95,1100.0,2.0,2.0,2.0,2.0,2.0,2.0,0.858,
CHM00051716,39.8,78.5667,1117.0,2.0,2.0,2.0,2.0,2.0,2.0,0.873,
CHM00051747,39.0,83.6667,1099.0,2.0,2.0,2.0,2.0,2.0,2.0,0.872,
CHM00051765,40.6333,87.7,847.0,2.0,2.0,2.0,2.0,2.0,2.0,0.88,
CHM00051777,39.0333,88.1667,889.0,2.0,2.0,2.0,2.0,2.0,0.604,,
CHM00051804,37.783,75.233,3159.0,,,,,,,,
CHM00051811,38.4333,77.2667,1232.0,2.0,2.0,2.0,2.0,2.0,2.0,0.881,
CHM00051818,37.6167,78.2833,1376.0,1.0,1.0,1.0,1.0,1.0,1.0,0.706,
CHM00051828,37.1333,79.9333,1375.0,2.0,2.0,2.0,2.0,2.0,2.0,0.879,
CHM00051839,37.0667,82.7167,1409.0,,,,,,,,
CHM00051895,37.85,91.483,3061.0,,,,,,,,
CHM00051915,36.333,78.0,3700.0,,,,,,,,
CHM00052112,43.6,95.1333,469.0,1.0,1.0,1.0,1.0,1.0,1.0,0.692,
CHM00052118,43.2667,94.7,1729.0,,,,,,,,
CHM00052318,41.067,95.417,1524.0,,,0.004,,,,,
CHM00052333,41.7,98.25,1463.0,,,,,,,,
CHM00052343,41.95,100.0,958.0,,,,,0.004,,,
CHM00052353,41.967,100.883,946.0,,,,,,,,
CHM00052391,41.75,103.967,1463.0,,,,,,,,
CHM00052418,40.15,94.6833,1140.0,2.0,2.0,2.0,2.0,2.0,0.606,,
CHM00052434,40.467,97.183,1360.0,,,,,,,,
CHM00052441,40.717,98.617,1554.0,,,,,,,,
CHM00052495,40.75,104.5,1329.0,2.0,2.0,2.0,2.0,1.0,1.0,0.568,
CHM00052523,39.833,96.75,0.0,,,,,,,,
CHM00052536,39.617,98.05,2154.0,,,,,,,,
CHM00052546,39.383,99.717,1354.0,,,,,,,,
CHM00052618,39.167,94.833,3746.0,,,,,,,,
CHM00052651,38.817,100.4,1493.0,,,,,,,,
CHM00052653,38.8,100.667,1463.0,,,,,,,,
CHM00052679,38.083,102.917,1525.0,,,,,,,,
CHM00052737,37.3667,97.3667,2982.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709,
CHM00052744,37.5,98.8,3978.0,,,,,,,,
CHM00052753,37.683,100.7,3353.0,,,,,,,,
CHM00052754,37.3333,100.1333,3302.0,2.0,2.0,2.0,2.0,2.0,2.0,0.88,
CHM00052777,37.15,102.217,2934.0,,,,,,,,
CHM00052779,37.267,102.883,2728.0,,,,,,,,
CHM00052787,37.2,102.8667,3044.0,1.0,1.0,1.0,1.0,2.0,2.0,0.775,
CHM00052788,37.233,103.4,2415.0,,,,,,,,
CHM00052798,37.067,104.467,1829.0,,,,,,,,
CHM00052813,36.817,95.35,2731.0,,,,,,,,
CHM00052838,36.067,97.75,2976.0,,,,,,,,
CHM00052907,35.167,92.833,4877.0,,,,,,,,
CHM00052940,35.5,99.333,0.0,,,,,,,,
CHM00052942,35.767,99.167,4723.0,,,,,,,,
CHM00052947,35.167,98.75,0.0,,,,,,,,
CHM00052958,35.267,100.65,0.0,,,,,,,,
CHM00052978,35.233,102.5,3050.0,,,,,,,,
CHM00052983,35.8667,104.15,1875.0,2.0,2.0,2.0,2.0,2.0,2.0,0.877,
CHM00053083,44.6167,114.15,1183.0,1.0,1.0,1.0,1.0,1.0,1.0,0.713,
CHM00053195,43.383,114.45,1128.0,,,,,,,,
CHM00053276,42.4,112.9,1152.0,2.0,2.0,2.0,2.0,1.0,0.343,,
CHM00053278,42.2,112.517,1280.0,,,,,,,,
CHM00053352,41.7,110.4333,1377.0,1.0,1.0,2.0,2.0,2.0,2.0,0.786,
CHM00053363,41.667,111.783,1524.0,,,,,,,,
CHM00053391,41.9,114.0,1484.0,2.0,2.0,2.0,2.0,1.0,1.0,0.561,
CHM00053420,40.967,107.167,1035.0,,,,,,,,
CHM00053487,40.0833,113.4167,1054.0,1.0,1.0,2.0,2.0,2.0,2.0,0.777,
CHM00053502,39.7833,105.75,1143.0,1.0,2.0,2.0,2.0,2.0,2.0,0.78,
CHM00053529,39.1,107.9833,1381.0,2.0,2.0,2.0,2.0,2.0,2.0,0.881,
CHM00053539,39.15,108.9,1140.0,,,,,,,,
CHM00053543,39.8333,109.9833,1459.0,2.0,2.0,2.0,2.0,2.0,2.0,0.816,
CHM00053546,39.283,109.75,1310.0,,,,,,,,
CHM00053564,39.3667,111.2167,1037.0,1.0,1.0,1.0,1.0,2.0,0.719,,
CHM00053577,39.133,112.3,1219.0,,,,,,,,
CHM00053578,39.3,112.417,900.0,,,,,,,,
CHM00053593,39.8333,114.5667,910.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709,
