ID,LATITUDE,LONGITUDE,ELEVATION,2018_MB,2019_MB,2020_MB,2021_MB,2022_MB,2023_MB,2024_MB,Total_Size_MB
ACL000BARA9,17.591,-61.821,5.0,4.0,4.0,4.0,4.0,4.0,0.08,,
ACM00078861,17.1167,-61.7833,10.0,,,,,,,,
ACU55-00189,18.6,-63.47,10.0,,,,,,,,
ACU55-00190,18.6,-63.47,12.0,,,,,,,,
ACU55-00191,18.6,-63.47,14.0,,,,,,,,
ACU55-00192,18.6,-63.47,16.0,,,,,,,,
ACU55-00193,18.6,-63.47,9.0,,,,,,,,
ACW00011647,17.1333,-61.7833,19.2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AEI0000OMAA,24.433,54.6511,26.8,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AEI0000OMAB,23.6167,53.3833,94.0,,,,,,,,
AEI0000OMAD,24.4283,54.4581,4.9,5.0,5.0,5.0,4.0,5.0,4.0,2.0,30.0
AEI0000OMAH,24.074,52.4636,15.2,0.027,4.0,0.013,,,,,
AEI0000OMAJ,24.1874,52.614,13.1,0.023,4.0,0.013,,,,,
AEI0000OMAL,24.2617,55.6092,264.9,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AEI0000OMAM,24.2482,54.5477,23.2,0.056,4.0,0.013,,,,,
AEI0000OMAS,25.1462,52.8737,3.7,,0.006,,,,,,
AEI0000OMAW,24.5279,54.9733,27.1,0.156,4.0,0.011,,,,,
AEI0000OMAZ,24.8615,53.0778,4.3,,,,,,,,
AEI0000OMDB,25.255,55.3643,10.4,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AEI0000OMDL,24.5099,52.3352,25.0,0.008,4.0,0.013,0.031,0.071,,,
AEI0000OMDM,25.0268,55.3662,50.3,0.104,4.0,0.013,,,,,
AEI0000OMFJ,25.1122,56.324,46.3,5.0,5.0,7.0,9.0,9.0,9.0,4.0,48.0
AEI0000OMLW,23.65,53.82,115.0,0.079,4.0,0.013,0.059,0.136,,,
AEI0000OMQS,22.7764,55.0633,88.6,,3.0,0.013,,,,,
AEI0000OMSJ,25.3286,55.5172,33.8,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AEI0000OMSN,25.2168,54.2338,7.0,0.005,4.0,0.013,,,,,
AEM00040449,25.35,55.383,5.0,,,,,,,,
AEM00041226,23.6333,53.6333,130.0,,,,,,,,
AEU041184-1,25.62,55.93,31.0,,,,,,,,
AEU041244-1,24.23,55.78,299.0,,,,,,,,
AFA00409120,36.3,68.0,900.0,,,,,,,,
AFA00409133,36.6667,68.9,448.1,,,,,,,,
AFA00409151,36.733,69.55,804.0,,,,,,,,
AFA00409240,37.2,67.733,304.0,,,,,,,,
AFA00409323,35.267,69.467,1945.0,,,,,,,,
AFA00409343,35.21,71.52,1042.0,,,,,,,,
AFA00409390,34.783,63.417,1280.0,,,,,,,,
AFA00409473,34.4,68.8833,2240.0,,,,,,,,
AFA00409543,34.2667,70.2,1214.6,,,,,,,,
AFA00409584,71.0833,34.9167,891.8,,,,,,,,
AFA00409585,34.983,70.9,1020.0,,,,,,,,
AFA00409661,33.883,67.95,3130.0,,,,,,,,
AFA00409705,33.3667,69.4167,2019.9,,,,,,,,
AFA00409706,33.8,69.8167,1951.9,,,,,,,,
AFA00409713,33.35,69.7333,1383.2,,,,,,,,
AFA00409731,32.233,62.967,724.0,,,,,,,,
AFA00409739,32.133,63.433,840.0,,,,,,,,
AFA00409763,31.65,64.96,916.0,,,,,,,,
AFA00409765,32.4,64.7,1110.0,,,,,,,,
AFA00409775,32.9333,65.5667,1261.9,,,,,,,,
AFA00409781,31.5,64.333,787.0,,,0.247,0.096,,,,
AFA00409793,31.967,67.05,1902.0,,,,,,,,
AFA00409794,31.8,66.3333,1249.7,,,,,,,,
AFA00409803,33.1167,68.0333,2126.0,,,,,,,,
AFA00409813,32.6333,68.2667,2001.9,,,,,,,,
AFA00409814,32.9,68.5,2141.2,,,,,,,,
AFA00409843,33.05,69.5,2132.0,,,,,,,,
AFA00409844,32.933,69.45,1814.0,,,,,,,,
AFA00409903,31.8667,65.85,1136.6,,,,,,,,
AFA00409904,30.9833,66.35,1191.2,,,,,,,,
AFA00409905,31.5833,65.4333,961.9,,,,,,,,
AFA00409951,30.283,62.033,550.0,,,,,,,,
AFA00717640,31.483,65.833,1002.0,,,8.0,,,,,
AFI0000OABD,34.3,67.85,2975.0,,,,,,,,
AFI0000OABG,36.1,68.65,550.0,,,,,,,,
AFI0000OADF,35.9167,67.2833,1350.0,,,,,,,,
AFI0000OADZ,38.4333,70.8,1320.0,,,,,,,,
AFI0000OAEM,36.7,71.5667,2620.0,,,,,,,,
AFI0000OAFR,32.3667,62.1833,700.0,,,,,,,,
AFI0000OAFZ,37.1167,70.5167,1200.0,,,,,,,,
AFI0000OAGA,34.3167,70.7667,510.0,,,,,,,,
AFI0000OAGL,32.6167,63.6667,1375.0,,,,,,,,
AFI0000OAHJ,34.5833,68.1,3400.0,0.004,,,,,,,
AFI0000OAHR,34.21,62.2283,977.2,5.0,7.0,6.0,2.0,,,,
AFI0000OAIX,34.9464,69.265,1483.8,5.0,6.0,6.0,2.0,,,,
AFI0000OAJL,34.3998,70.4986,566.9,5.0,5.0,4.0,0.12,,,,
AFI0000OAJS,35.1333,69.25,1630.0,,,0.004,,,,,
AFI0000OAKN,31.5058,65.8478,1007.1,5.0,7.0,8.0,,,,,
AFI0000OALN,34.65,70.2167,770.0,,,,,,,,
AFI0000OAMS,36.7069,67.2097,391.4,6.0,7.0,8.0,2.0,,,,
AFI0000OAPG,34.5833,68.9833,2114.0,,,,,,,,
AFI0000OAPJ,34.3833,67.0333,2710.0,,,,,,,,
AFI0000OAQN,35.0,63.1167,914.0,,,,,0.004,,,
AFI0000OAQQ,37.4167,66.0833,262.0,,,,,,,,
AFI0000OASB,34.5833,69.75,1020.0,,,,,,,,
AFI0000OASD,33.3913,62.261,1150.0,,,,,,,,
AFM00038930,36.9,68.0,319.0,,,,,,,,
AFM00038946,37.8,70.2,1283.0,,,,,,,,
AFM00038957,36.7,71.6,2524.0,,,1.0,1.0,1.0,1.0,0.713,
AFM00040903,37.083,69.433,480.0,,,,,,,,
AFM00040905,37.5667,71.5,2265.0,,,,,,,,
AFM00040908,36.6667,65.7167,360.0,,,,,,,,
AFM00040913,36.6667,68.9167,433.0,0.475,0.403,0.249,0.145,,,,
AFM00040916,37.2167,67.4167,300.0,,,,,,,,
AFM00040921,35.2333,62.2833,680.0,,,,,,,,
AFM00040922,35.9333,64.7667,815.0,,,,,,,,
AFM00040923,35.5833,63.3167,470.0,,,,,,,,
AFM00040925,35.6667,64.2667,1300.0,,,,,,,,
AFM00040930,35.3167,69.0167,3366.0,0.496,0.449,0.379,0.158,,,,
AFM00040931,35.3,69.0667,3172.0,,,,,,,,
AFM00040935,34.65,61.5833,800.0,,,,,,,,
AFM00040940,34.3667,63.15,1298.0,,,,,,,,
AFM00040949,34.6333,69.05,1905.0,,,,,,,,
AFM00040950,34.1,69.05,1935.0,,,,,,,,
AFM00040976,32.167,65.1,1000.0,,,,,,,,
AFM00040977,32.6167,65.8667,1350.0,,,,,,,,
AFM00040980,32.8333,67.7833,2000.0,,0.004,,,,,,
AFM00040984,32.9167,69.1333,2262.0,,,,,,,,
AFM00040996,30.4333,63.3,590.0,,,,,0.004,,,
AFW00000472,43.0667,74.4667,637.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,63.0
AGA00604850,35.767,-0.8,104.0,,,,,,,,
AGA00605050,35.717,-0.717,111.0,,,,,,,,
AGA00606080,28.133,6.833,387.0,,,,,,,,
AGA00749269,32.1,6.45,136.0,,,,,,,,
AGA00749273,36.133,6.617,770.0,,,,,,,,
AGA00749276,36.133,7.817,932.0,,,,,,,,
AGA00749277,36.083,5.8,923.0,,,,,,,,
AGA00749278,35.683,0.183,100.0,,,,,,,,
AGA00749282,36.117,6.35,754.0,,,,,,,,
AGI0000DAAB,36.5036,2.8142,163.1,,,,,,0.004,,
AGI0000DAAF,26.9667,1.0833,309.0,,,,,,,,
AGI0000DAAK,36.5458,2.8761,102.1,,,,,,,,
AGI0000DAAP,26.7235,8.6227,541.9,4.0,5.0,5.0,4.0,4.0,4.0,2.0,28.0
AGI0000DAAQ,35.5254,2.8787,649.8,,,,,,,,
AGI0000DAAS,36.1781,5.3245,1050.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,
AGI0000DAAV,36.7951,5.8736,11.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,
AGI0000DABJ,36.8,5.8833,10.1,0.011,0.008,,,,,,
AGI0000DABP,36.9333,6.95,7.0,0.998,1.001,0.996,0.999,0.996,0.986,0.465,
AGI0000DABS,35.4316,8.1207,811.1,2.0,4.0,5.0,5.0,5.0,4.0,2.0,
AGI0000DABT,35.7521,6.3086,822.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,
AGI0000DAEF,28.447,7.5524,480.1,0.004,0.843,0.982,0.978,0.977,0.963,0.196,
AGI0000DAFH,32.9304,3.3115,774.2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,
AGI0000DAMH,29.2333,6.4833,259.0,,,,,,,,
AGI0000DAOB,35.3411,1.4631,989.1,2.0,4.0,5.0,5.0,4.0,4.0,2.0,
AGI0000DAOH,34.82,-1.77,426.0,0.959,0.955,0.963,0.963,0.983,0.975,0.465,
AGI0000DAOL,35.5424,-0.5323,111.9,3.0,4.0,4.0,4.0,4.0,4.0,2.0,
AGI0000DAOM,35.3833,0.1333,492.0,,,,,,,,
AGI0000DAOV,35.2077,0.1471,513.9,4.0,5.0,4.0,5.0,5.0,4.0,2.0,29.0
AGI0000DATG,19.57,5.75,400.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,25.0
AGI0000DATM,21.3333,0.95,398.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,
AGI0000DAUI,27.251,2.512,273.1,3.0,4.0,4.0,4.0,4.0,4.0,2.0,
AGI0000DAUK,33.0678,6.0887,85.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,
AGI0000DAUT,29.2371,0.276,313.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,
AGM00060350,37.083,6.45,-999.0,,,,,,,,
AGM00060353,36.8167,5.8833,6.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,
AGM00060357,36.967,7.8,156.0,,,,,,,,
AGM00060367,36.9,8.45,13.0,,,,,,,,
AGM00060368,36.75,8.0833,4.0,0.495,0.601,0.587,0.512,0.584,0.59,0.384,
AGM00060369,36.7667,3.1,12.0,1.0,1.0,1.0,1.0,0.617,0.476,0.608,
AGM00060370,36.7167,3.1,89.0,,0.238,0.366,0.547,0.677,0.674,0.246,
AGM00060371,36.7833,3.0333,171.9,,0.181,0.509,0.54,0.628,0.67,0.257,
AGM00060372,36.7833,3.0,54.6,,0.242,0.602,0.553,0.591,,,
AGM00060373,36.7,2.8833,70.1,,0.232,0.601,0.545,0.674,0.669,0.01,
AGM00060374,36.7833,2.8833,33.0,,0.247,0.62,0.543,0.673,0.684,0.009,
AGM00060376,36.7833,3.25,58.0,,0.247,0.53,0.568,0.687,0.685,0.01,
AGM00060379,36.7667,3.3333,162.1,,0.245,0.617,0.567,0.681,0.695,0.01,
AGM00060380,36.6167,2.9167,17.1,,0.25,0.625,0.217,,,,
AGM00060381,36.7167,3.15,51.0,,0.245,0.615,0.559,0.644,0.671,0.01,
AGM00060387,36.9167,3.95,8.0,0.008,0.007,0.011,0.011,0.006,0.007,,
AGM00060393,36.7,3.2,148.1,,,0.004,,,,,
AGM00060394,36.6833,3.1,124.4,,0.217,0.565,0.501,0.602,0.61,0.01,
AGM00060395,36.7,4.1333,153.0,1.008,1.008,1.008,1.009,1.002,0.997,0.471,
AGM00060401,36.75,5.1,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,
AGM00060403,36.4667,7.4667,228.0,1.0,0.994,1.0,1.0,1.0,1.0,0.548,
AGM00060405,36.5,7.7167,111.0,0.138,0.146,0.152,0.143,0.14,0.136,0.065,
AGM00060415,36.2833,3.6667,752.0,0.606,0.629,0.641,0.623,0.626,0.606,0.291,
AGM00060417,36.3833,3.8833,560.0,0.585,0.612,0.594,0.61,0.607,0.592,0.284,
AGM00060420,36.267,6.683,583.0,,,,,,,,
AGM00060421,35.8667,7.1167,891.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,
AGM00060423,36.25,7.95,831.0,1.0,0.965,0.946,1.0,1.0,1.0,0.564,
AGM00060430,36.3,2.2333,721.0,1.0,1.0,0.958,1.0,1.0,1.0,0.551,
AGM00060437,36.2833,2.7333,1036.0,1.0,1.0,1.0,1.0,1.0,1.0,0.561,
AGM00060452,35.8167,-0.2667,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.807,
AGM00060457,35.8833,0.1167,138.0,1.0,1.0,0.999,1.0,1.0,1.0,0.536,
AGM00060461,35.7,-0.65,22.0,0.007,0.155,0.004,0.118,1.0,1.0,0.528,
AGM00060465,35.933,2.75,635.0,,,,,,,,
AGM00060467,35.6667,4.5,442.0,1.001,0.466,0.368,0.642,1.0,1.0,0.55,
AGM00060471,35.3333,5.3333,461.0,0.004,,,0.109,0.586,0.433,0.273,
AGM00060476,35.4667,7.0833,987.0,0.469,0.54,0.672,0.554,0.62,0.593,0.288,
AGM00060492,35.75,0.6167,94.0,0.968,0.963,0.977,1.0,1.0,0.35,,
AGM00060506,35.6,0.3,476.0,,,,,,,,
AGM00060514,35.1667,2.3167,801.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551,
AGM00060518,35.3,-1.35,70.0,0.098,0.526,0.992,0.97,1.007,0.758,0.039,
AGM00060520,35.2,-0.6167,476.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,
AGM00060536,34.8667,0.15,752.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551,
AGM00060557,33.2667,-0.3,1166.0,1.0,1.0,1.0,1.0,1.0,1.0,0.539,
AGM00060560,32.7667,-0.6,1059.0,1.0,1.0,1.012,1.0,1.0,1.0,0.527,
AGM00060565,32.467,3.667,533.0,,,,,,,,
AGM00060585,29.0731,2.2092,464.0,0.98,0.977,0.979,0.978,0.974,0.91,0.373,
AGM00060593,29.1667,-5.2333,565.0,,,,,0.012,,,
AGM00060595,29.1667,-0.3,511.0,,,0.041,0.008,0.018,0.014,,
AGM00060602,30.1333,-2.1667,505.0,1.0,1.0,1.0,1.0,1.0,1.0,0.536,
AGM00060603,29.7167,6.7,252.0,1.0,1.0,1.0,1.0,1.0,1.0,0.516,
AGM00060605,29.4167,-3.25,550.0,,,,,,,,
AGM00060612,22.05,8.5833,770.0,0.013,3.0,4.0,4.0,4.0,4.0,1.0,
AGM00060613,28.7,8.9333,610.0,,0.337,,,,,,
AGM00060617,27.3167,3.7167,354.0,0.177,,,,,,,
AGM00060633,23.2167,2.5833,443.0,0.005,,,,,,,
AGM00060639,28.4333,7.55,471.0,0.004,0.834,0.971,0.967,0.967,0.952,0.551,
AGM00060650,26.4167,5.3667,614.0,0.081,3.0,4.0,4.0,4.0,4.0,1.021,
AGM00060660,25.2667,3.7333,556.0,2.0,3.0,1.0,2.0,1.0,0.778,,
AGM00060662,25.8167,8.1833,1291.0,4.0,4.0,4.0,4.0,3.0,0.106,0.024,
AGM00060663,24.7167,4.65,1054.0,4.0,3.0,4.0,4.0,2.0,4.0,1.018,
AGM00060664,24.8333,8.3167,1104.0,4.0,4.0,4.0,4.0,1.0,0.09,,
AGM00060667,24.6,10.2167,719.0,4.0,3.0,,,3.0,4.0,1.0,
AGM00060672,24.2167,5.5333,1343.0,0.008,4.0,4.0,4.0,4.0,4.0,2.0,
AGM00060673,23.0333,7.8667,1179.0,,0.004,,,0.004,,,
AGM00060676,23.4833,11.2333,912.0,0.253,0.07,,,,,,
AGM00060677,25.3333,7.8,1240.0,4.0,2.0,4.0,0.76,3.0,4.0,0.971,
AGM00060678,23.817,5.15,1006.0,,,,,,,,
AGM00060679,23.2667,5.6333,2710.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,
AGM00060681,21.6833,7.1333,573.0,,,,,,0.004,,
AGM00060682,23.1833,6.7667,1105.0,,0.266,0.03,,0.004,0.005,,
AGM00060685,22.3167,1.1167,392.0,,,3.0,3.0,4.0,4.0,0.837,
AGM00060689,20.4167,1.8,608.7,,,,,,,,
AGM00060691,19.4333,4.65,477.0,0.184,0.904,4.0,4.0,4.0,4.0,1.0,
AGM00060693,20.5667,6.1167,471.0,,,3.0,3.0,2.0,0.004,,
AGM00060694,20.9667,7.45,517.0,,,3.0,3.0,4.0,4.0,2.0,
AGM00060695,19.9667,2.9833,734.9,0.004,,0.796,1.0,,,,
AGM00074928,36.2,5.967,859.0,,,,,,,,
AGU0369-0-1,36.78,3.07,59.0,,,,,,,,
AGU0395-0-1,36.72,4.05,222.0,,,,,,,,
AGU0395-1-1,36.63,4.2,942.0,,,,,,,,
AGU0419-0-1,36.37,6.62,660.0,,,,,,,,
AGU0425-0-1,36.17,1.34,112.0,,,,,,,,
AGU0445-0-1,36.18,5.4,1081.0,,,,,,,,
AGU0475-0-1,35.42,8.12,863.0,,,,,,,,
AGU0517-0-1,35.1,-1.85,83.0,,,,,,,,
AGU0525-0-1,34.85,5.72,125.0,,,,,,,,
AGU0590-0-1,30.55,3.07,394.0,,,,,,,,
AGU060360-1,36.83,7.82,4.0,,,,,,,,
AGU060559-1,33.5,6.78,69.0,,,,,,,,
AGU060566-1,32.4,3.8,469.0,,,,,,,,
AGU060581-1,31.67,6.15,144.0,,,,,,,,
AGUG0060355,37.08,6.47,195.0,,,,,,,,
AGUG0060400,36.78,5.1,225.0,,,,,,,,
AGUG0060461,35.7,0.65,53.0,,,,,,,,
AGUG0060485,35.77,0.8,78.0,,,,,,,,
AGUG0060517,35.1,1.85,83.0,,,,,,,,
AGUG0060520,35.2,0.63,476.0,,,,,,,,
AGUG0060545,33.8,2.89,767.0,,,4.0,4.0,4.0,4.0,2.0,
AGUG0060550,33.68,1.0,1320.0,,,,,,,,
AGUG0060656,27.67,9.33,431.0,,,,,,,,
AJA00375780,41.55,46.417,213.0,,,,,,,,
AJI0000UBBG,40.7377,46.3176,330.1,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
AJI0000UBBN,39.1888,45.4584,872.6,10.0,10.0,7.0,9.0,10.0,10.0,5.0,61.0
AJI0000UBBQ,40.8167,47.7333,338.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,31.0
AJI0000UBBY,41.55,46.6667,389.8,5.0,5.0,5.0,4.0,5.0,5.0,2.0,31.0
AJM00037575,41.6667,46.65,490.0,2.0,2.0,2.0,2.0,2.0,2.0,0.755,
AJM00037579,41.7,46.8,1746.0,,,,,,,,
AJM00037605,41.3,45.6,9999.0,,,,,,,,
AJM00037636,41.3,45.4667,421.0,,0.004,0.004,,,,,
AJM00037639,41.1333,45.4167,333.0,,,,,,,,
AJM00037642,41.1,43.55,333.0,,,0.004,,,,,
AJM00037656,41.2,46.8,9999.0,,,,,,,,
AJM00037661,41.2167,47.1667,641.0,0.014,0.008,0.004,0.005,0.004,,,
AJM00037668,41.0667,47.4667,598.0,,,,,,,,
AJM00037673,41.5,48.8,27.0,,,,,,,,
AJM00037674,41.2,48.2,999.0,,,,,,,,
AJM00037675,41.3667,48.5167,552.0,2.0,2.0,2.0,2.0,2.0,2.0,0.751,
AJM00037676,41.1833,48.1333,2305.0,,,,,,,,
AJM00037677,41.0,48.7,1107.0,,,,,,,,
AJM00037679,41.1,49.2,-26.0,,,,,,,,
AJM00037729,40.6833,45.8167,1476.0,0.012,0.008,0.004,0.004,,,0.004,
AJM00037734,40.8333,46.0333,410.0,,,,,,,,
AJM00037735,40.7167,46.4167,311.0,2.0,2.0,2.0,2.0,2.0,2.0,0.758,
AJM00037740,41.0,47.9,682.0,,,0.004,0.004,,,,
AJM00037742,40.9,47.3,313.0,,,,,,,,
AJM00037744,40.8,47.0,94.0,,,,,,,,
AJM00037747,40.6,47.2,15.0,,,3.0,3.0,3.0,3.0,2.0,
AJM00037749,40.65,47.75,95.0,2.0,2.0,2.0,2.0,2.0,2.0,0.742,
AJM00037750,40.7833,48.1333,550.0,,,,,,,,
AJM00037753,40.9,48.9,1082.0,,,,,,,,
AJM00037756,40.5333,48.9333,755.0,2.0,2.0,2.0,2.0,2.0,2.0,0.755,
AJM00037759,40.6333,48.6333,892.0,0.004,0.004,,,,,,
AJM00037761,40.917,49.05,525.0,,,,,,,,
AJM00037769,40.6,49.6,-19.0,,,,,,,,
AJM00037816,40.4667,46.0833,1658.0,,,0.004,,,,,
AJM00037825,40.4167,46.3333,1602.0,,,,,,,,
AJM00037831,40.35,47.0167,227.0,,,,,,,,
AJM00037832,40.4,47.1,69.0,,,0.004,0.004,,,,
AJM00037835,40.2,47.2167,-5.0,,,,,,,,
AJM00037843,40.0167,48.4667,-15.0,,,,,,,,
AJM00037844,40.3333,48.1667,4.0,0.004,0.004,,,0.004,,,
AJM00037849,40.0167,48.9167,-5.0,,,,0.004,,,,
AJM00037850,40.35,49.833,5.0,,,,,,,,
AJM00037851,40.4167,49.7833,85.0,0.016,0.008,0.004,0.004,,,,
AJM00037852,40.3667,49.7667,224.0,,,,,,,,
AJM00037853,40.5,49.9833,-5.0,,,,,,,,
AJM00037856,40.3,49.7,-11.0,,,,,,,,
AJM00037860,40.5333,50.0,28.0,,,,,,,,
AJM00037861,40.2333,50.8167,-15.0,,,,,,,,
AJM00037866,40.5,50.3,-26.0,,,,,,,,
AJM00037888,39.5,45.8,3282.0,,,,,,,,
AJM00037893,39.9833,46.75,252.0,,,,,,,,
AJM00037895,39.9833,46.75,828.0,,,,,,,,
AJM00037898,39.65,46.5333,1099.0,,,,,,,,
AJM00037899,39.7667,46.75,1355.0,,,,,,,,
AJM00037901,39.8,47.1,414.0,,,,,,,,
AJM00037902,39.8,47.5,157.0,,,,,,,,
AJM00037905,39.8,47.6,72.0,,,,,,,,
AJM00037913,39.5833,48.9667,-21.0,,,,,,,,
AJM00037914,39.8667,48.05,-1.0,,,,,,0.004,,
AJM00037922,39.8,49.6,-25.0,,,,,,,,
AJM00037923,39.97,49.4,-18.0,,,,,,,,
AJM00037926,39.733,49.6,0.0,,,,,,,,
AJM00037946,39.1,46.0,9999.0,,,,,,,,
AJM00037947,38.95,45.6333,717.0,,,,,,,,
AJM00037957,38.9167,46.0167,787.0,,,,,,,,
AJM00037962,39.4,47.0,632.0,,,,,,,,
AJM00037968,39.0,46.7,313.0,,,,,,,,
AJM00037972,39.5,48.6,3.0,,,,,0.004,,,
AJM00037978,39.1,48.6,2.0,,,,,,,,
AJM00037981,38.9,48.25,794.0,,,,,,,,
AJM00037984,38.8,48.4,1110.0,,,,,,,,
AJM00037985,38.7333,48.8333,-12.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,32.0
AJM00037988,38.5,48.633,591.0,,,,,,,,
AJM00037989,38.45,48.8833,-22.0,0.013,0.008,0.004,0.004,0.004,,,
AJMU0020032,40.35,49.83,-10.0,,,,,,,,
AJMU0020033,40.9,46.47,91.0,,,,,,,,
AJMU0028036,39.6,47.15,431.0,,,,,,,,
AJU037673-1,41.42,48.88,27.0,,,,,,,,
AJU037850-1,40.35,49.83,47.0,,,,,,,,
AJU037905-1,39.77,47.75,71.0,,,,,,,,
AJU037925-1,39.4,49.25,-24.0,,,,,,,,
AJU037978-1,39.7,48.6,4.0,,,,,,,,
ALI0000LATI,41.4147,19.7206,38.4,14.0,14.0,13.0,9.0,9.0,9.0,4.0,72.0
ALM00013600,42.1,19.5333,43.0,2.0,2.0,2.0,2.0,2.0,2.0,0.745,
ALM00013601,41.3333,19.8,97.0,2.0,2.0,2.0,2.0,2.0,2.0,0.762,
ALM00013610,42.0333,20.4167,354.0,,,,0.004,,,,
ALM00013611,41.3,19.45,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743,
ALM00013612,41.3,19.467,8.0,,,,,,,,
ALM00013619,41.6833,20.4333,653.0,2.0,2.0,2.0,2.0,2.0,2.0,0.752,
ALM00013622,40.4667,19.4833,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.649,
ALM00013623,40.5,19.2833,240.0,2.0,2.0,2.0,2.0,2.0,0.658,,
ALM00013624,40.8,19.9,33.0,1.0,1.0,1.0,1.0,2.0,2.0,0.754,
ALM00013625,40.0833,20.15,194.0,2.0,2.0,2.0,2.0,2.0,2.0,0.752,
ALM00013629,40.6,20.7667,899.0,2.0,2.0,2.0,2.0,2.0,1.0,0.734,
ALM00013632,41.18,20.13,662.9,1.0,1.0,1.0,1.0,1.0,0.624,,
ALM00013633,39.88,20.0,800.1,1.0,2.0,2.0,1.0,1.0,0.641,,
ALU55-00145,40.45,19.45,32.0,,,,,,,,
ALU55-00146,40.45,19.45,32.0,,,,,,,,
AMM00037608,41.1,43.7,2009.0,,,,,,,,
AMM00037609,41.0294,43.8764,2015.0,0.927,0.968,0.972,0.959,1.0,1.0,0.708,
AMM00037618,41.12,44.28,1505.0,,,,,0.886,1.0,0.698,
AMM00037627,41.05,44.6333,1110.0,,,,,,,,
AMM00037629,41.1,44.8,663.0,,,,,,,,
AMM00037682,40.95,43.7833,1866.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689,
AMM00037683,40.867,43.95,1798.0,,,,,,,,
AMM00037686,40.7833,43.8333,1512.0,,,,,,,,
AMM00037689,40.6,44.0,1727.0,,,,,,,,
AMM00037693,41.0,44.3667,1400.0,,,,,,,,
AMM00037694,40.9,44.4,2061.0,,,,,,,,
AMM00037695,40.8333,44.2667,1555.0,,,,,,,,
AMM00037698,40.6,44.5,1986.0,,,,,,,,
AMM00037699,40.5333,44.3833,1892.0,0.956,0.981,0.988,0.977,1.0,2.0,0.687,
AMM00037700,40.3,44.9,3103.0,,,,,,,,
AMM00037704,40.8167,44.4361,1375.9,0.908,0.948,0.957,0.935,1.0,1.0,0.687,
AMM00037706,40.75,44.8667,1255.0,,,,,,,,
AMM00037708,40.7,44.9,2097.0,,,,,,,,
AMM00037711,40.9,45.2,733.0,,,0.956,0.939,1.0,1.0,0.69,
AMM00037713,40.9167,45.4667,697.0,,,,,,,,
AMM00037719,40.5933,45.3558,1852.8,,,,,,,,
AMM00037781,40.4833,44.1833,3223.0,,,,,,0.004,,
AMM00037785,40.2833,44.3503,1090.0,0.927,0.957,0.957,0.956,1.0,1.0,0.703,
AMM00037787,40.1333,43.9033,860.8,0.931,0.967,0.971,0.955,1.0,1.0,0.713,
AMM00037788,40.15,44.3833,854.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,58.0
AMM00037791,40.4,44.6833,1800.0,,,,,,,,
AMM00037792,40.4833,44.75,1761.0,0.896,0.94,0.938,0.934,1.0,1.0,0.686,
AMM00037801,40.35,45.1333,1962.0,0.911,0.946,0.946,0.934,1.0,1.0,0.679,
AMM00037808,40.1333,45.2833,1943.0,,,,,,,,
AMM00037815,40.2,45.75,1940.0,,,,,0.857,1.0,0.701,
AMM00037871,39.9,44.6,833.0,,,0.955,0.943,1.0,1.0,0.702,
AMM00037874,39.8,44.7,818.0,,,,,,,,
AMM00037876,39.8,45.4,1312.0,,,,,,,,
AMM00037878,40.95,45.0683,2122.0,,,,,,,,
AMM00037882,39.8333,45.6833,2075.0,,,,,0.882,1.0,0.68,
AMM00037897,39.5333,46.0167,1581.0,0.917,0.943,0.954,0.945,1.0,1.0,0.695,
AMM00037953,39.5108,46.3472,1550.1,,,,,0.927,1.0,0.687,
AMM00037958,38.9,46.25,628.0,,,,,0.887,1.0,0.686,
AMM00037959,39.2,46.4,704.0,,,0.945,0.709,,,,
