ID,Reason
20,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
165,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
194,"DepDelay > threshold, ArrDelay > threshold"
437,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
457,"DepDelay > threshold, ArrDelay > threshold"
666,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
976,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1151,"DepDelay > threshold, ArrDelay > threshold"
1166,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1413,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1424,"DepDelay > threshold, ArrDelay > threshold"
1516,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
1546,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1549,"DepDelay > threshold, ArrDelay > threshold"
1747,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1909,ArrDelay > threshold
2285,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2367,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2447,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2477,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2575,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2577,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2615,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2630,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2660,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2694,"DepDelay > threshold, ArrDelay > threshold"
3031,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3049,"DepDelay > threshold, ArrDelay > threshold"
3196,"DepDelay > threshold, ArrDelay > threshold"
3227,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3372,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3460,DepDelay > threshold
3756,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3770,"DepDelay > threshold, ArrDelay > threshold"
3776,DepDelay > threshold
3945,DepDelay > threshold
3958,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3963,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3967,"DepDelay > threshold, ArrDelay > threshold"
3984,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4086,"DepDelay > threshold, ArrDelay > threshold"
4088,"DepDelay > threshold, ArrDelay > threshold"
4089,"DepDelay > threshold, ArrDelay > threshold"
4096,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
4099,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4213,"DepDelay > threshold, ArrDelay > threshold"
4277,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4381,"DepDelay > threshold, ArrDelay > threshold"
4574,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4656,"DepDelay > threshold, ArrDelay > threshold"
4665,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
4700,"DepDelay > threshold, ArrDelay > threshold"
4714,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5024,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5058,DepDelay > threshold
5188,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
5215,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5236,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5265,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
5352,"DepDelay > threshold, ArrDelay > threshold"
5395,ArrDelay > threshold
5642,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5652,"DepDelay > threshold, ArrDelay > threshold"
5770,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5801,ArrDelay > threshold
5829,"DepDelay > threshold, ArrDelay > threshold"
5938,ArrDelay > threshold
5939,"DepDelay > threshold, ArrDelay > threshold"
5953,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5965,"DepDelay > threshold, ArrDelay > threshold"
5981,DepDelay > threshold
6017,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6025,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6031,"DepDelay > threshold, ArrDelay > threshold"
6037,"DepDelay > threshold, ArrDelay > threshold"
6142,"DepDelay > threshold, ArrDelay > threshold"
6171,"DepDelay > threshold, ArrDelay > threshold"
6188,"DepDelay > threshold, ArrDelay > threshold"
6354,ArrDelay > threshold
6409,DepDelay > threshold
6804,"DepDelay > threshold, ArrDelay > threshold"
6835,"DepDelay > threshold, ArrDelay > threshold"
6895,"DepDelay > threshold, ArrDelay > threshold"
6956,"DepDelay > threshold, ArrDelay > threshold"
6967,ArrDelay > threshold
7019,"DepDelay > threshold, ArrDelay > threshold"
7030,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7191,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7218,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
7252,DepDelay > threshold
7433,ArrDelay > threshold
7505,"DepDelay > threshold, ArrDelay > threshold"
7599,DepDelay > threshold
7725,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7842,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8076,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8094,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8105,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8125,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8373,DepDelay > threshold
8894,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8918,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8971,"DepDelay > threshold, ArrDelay > threshold"
8988,"DepDelay > threshold, ArrDelay > threshold"
9007,"DepDelay > threshold, ArrDelay > threshold"
9027,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9051,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9130,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9171,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9452,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
9666,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9899,"DepDelay > threshold, ArrDelay > threshold"
9947,DepDelay > threshold
9948,DepDelay > threshold
9973,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
9974,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10094,"DepDelay > threshold, ArrDelay > threshold"
10099,DepDelay > threshold
10112,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10114,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10119,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10170,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
10229,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10240,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10363,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10378,ArrDelay > threshold
10550,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
10642,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
10792,DepDelay > threshold
10865,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11077,"DepDelay > threshold, ArrDelay > threshold"
11124,"DepDelay > threshold, ArrDelay > threshold"
11205,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11346,ArrDelay > threshold
11489,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11648,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11675,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11709,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
11720,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
11738,"DepDelay > threshold, ArrDelay > threshold"
11768,DepDelay > threshold
