ID,Reason
98,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
190,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
393,DepDelay > threshold
689,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
824,"DepDelay > threshold, ArrDelay > threshold"
848,"DepDelay > threshold, ArrDelay > threshold"
936,ArrDelay > threshold
942,"DepDelay > threshold, ArrDelay > threshold"
1104,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
1179,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1311,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1406,DepDelay > threshold
1519,"DepDelay > threshold, ArrDelay > threshold"
1582,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1605,"DepDelay > threshold, ArrDelay > threshold"
1795,DepDelay > threshold
2006,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2040,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
2057,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2061,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2105,"DepDelay > threshold, ArrDelay > threshold"
2297,ArrDelay > threshold
2298,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2345,DepDelay > threshold
2382,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
2400,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2401,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2410,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2472,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2593,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2672,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2766,DepDelay > threshold
2978,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3005,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3018,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3019,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
3090,"DepDelay > threshold, ArrDelay > threshold"
3127,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3635,DepDelay > threshold
3722,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3753,"DepDelay > threshold, ArrDelay > threshold"
3763,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3858,DepDelay > threshold
4096,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4127,"DepDelay > threshold, ArrDelay > threshold"
4435,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4578,DepDelay > threshold
4587,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
4650,"DepDelay > threshold, ArrDelay > threshold"
4651,"DepDelay > threshold, ArrDelay > threshold"
