ID,Reason
325,DepDelay > threshold
547,DepDelay > threshold
627,DepDelay > threshold
661,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
752,DepDelay > threshold
835,DepDelay > threshold
857,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1390,DepDelay > threshold
1401,"DepDelay > threshold, ArrDelay > threshold"
1432,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1654,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2238,"DepDelay > threshold, ArrDelay > threshold"
2354,"DepDelay > threshold, ArrDelay > threshold"
2406,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2412,"DepDelay > threshold, ArrDelay > threshold"
2449,"DepDelay > threshold, ArrDelay > threshold"
2450,"DepDelay > threshold, ArrDelay > threshold"
2452,"DepDelay > threshold, ArrDelay > threshold"
2455,"DepDelay > threshold, ArrDelay > threshold"
2470,"DepDelay > threshold, ArrDelay > threshold"
2473,"DepDelay > threshold, ArrDelay > threshold"
2474,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2478,"DepDelay > threshold, ArrDelay > threshold"
2483,"DepDelay > threshold, ArrDelay > threshold"
2486,"DepDelay > threshold, ArrDelay > threshold"
2820,DepDelay > threshold
3050,DepDelay > threshold
3070,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3086,DepDelay > threshold
3132,"DepDelay > threshold, ArrDelay > threshold"
3245,"DepDelay > threshold, ArrDelay > threshold"
3325,DepDelay > threshold
3376,"DepDelay > threshold, ArrDelay > threshold"
3383,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
3425,ArrDelay > threshold
3509,"DepDelay > threshold, ArrDelay > threshold"
3643,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3855,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
3927,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3956,"DepDelay > threshold, ArrDelay > threshold"
3984,"DepDelay > threshold, ArrDelay > threshold"
4015,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4087,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4088,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4089,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4162,"DepDelay > threshold, ArrDelay > threshold"
4210,"DepDelay > threshold, ArrDelay > threshold"
4385,"DepDelay > threshold, ArrDelay > threshold"
4463,"DepDelay > threshold, ArrDelay > threshold"
4482,"DepDelay > threshold, ArrDelay > threshold"
4635,"DepDelay > threshold, ArrDelay > threshold"
4653,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4655,DepDelay > threshold
4656,DepDelay > threshold
4657,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4703,"DepDelay > threshold, ArrDelay > threshold"
4758,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4761,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4762,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4767,"DepDelay > threshold, ArrDelay > threshold"
4814,"DepDelay > threshold, ArrDelay > threshold"
4917,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5003,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5026,"DepDelay > threshold, ArrDelay > threshold"
5167,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5173,"DepDelay > threshold, ArrDelay > threshold"
5235,"DepDelay > threshold, ArrDelay > threshold"
5240,DepDelay > threshold
5248,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
