ID,Reason
106,DepDelay > threshold
152,DepDelay > threshold
211,ArrDelay > threshold
301,"DepDelay > threshold, ArrDelay > threshold"
512,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
533,"DepDelay > threshold, ArrDelay > threshold"
651,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
1378,"DepDelay > threshold, ArrDelay > threshold"
1416,"DepDelay > threshold, ArrDelay > threshold"
1731,"DepDelay > threshold, ArrDelay > threshold"
2118,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
2159,"DepDelay > threshold, ArrDelay > threshold"
2293,"DepDelay > threshold, ArrDelay > threshold"
2395,"DepDelay > threshold, ArrDelay > threshold"
2436,"DepDelay > threshold, ArrDelay > threshold"
2475,DepDelay > threshold
2494,"DepDelay > threshold, ArrDelay > threshold"
2608,DepDelay > threshold
2823,"DepDelay > threshold, ArrDelay > threshold"
2945,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3127,"DepDelay > threshold, ArrDelay > threshold"
3182,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3233,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3309,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3353,"DepDelay > threshold, ArrDelay > threshold"
3559,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
3623,DepDelay > threshold
3638,"DepDelay > threshold, ArrDelay > threshold"
3710,"DepDelay > threshold, ArrDelay > threshold"
3723,"DepDelay > threshold, ArrDelay > threshold"
3907,"DepDelay > threshold, ArrDelay > threshold"
3957,"DepDelay > threshold, ArrDelay > threshold"
3960,DepDelay > threshold
3965,DepDelay > threshold
4088,"DepDelay > threshold, ArrDelay > threshold"
4103,DepDelay > threshold
4158,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4163,"DepDelay > threshold, ArrDelay > threshold"
4190,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
4197,ArrDelay > threshold
4247,"DepDelay > threshold, ArrDelay > threshold"
4285,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4303,"DepDelay > threshold, ArrDelay > threshold"
4341,ArrDelay > threshold
4414,"DepDelay > threshold, ArrDelay > threshold"
4465,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4471,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4532,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4641,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4757,"DepDelay > threshold, ArrDelay > threshold"
4821,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4975,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
4981,"DepDelay > threshold, ArrDelay > threshold"
5026,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5122,"DepDelay > threshold, ArrDelay > threshold"
5131,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5149,ArrDelay > threshold
5150,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5154,"DepDelay > threshold, ArrDelay > threshold"
5172,"DepDelay > threshold, ArrDelay > threshold"
5175,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5185,ArrDelay > threshold
5207,ArrDelay > threshold
5262,"DepDelay > threshold, ArrDelay > threshold"
5340,DepDelay > threshold
5341,"DepDelay > threshold, ArrDelay > threshold"
5375,DepDelay > threshold
5472,ArrDelay > threshold
5539,"DepDelay > threshold, ArrDelay > threshold"
5543,"DepDelay > threshold, ArrDelay > threshold, NASDelay > threshold"
5564,ArrDelay > threshold
5634,"DepDelay > threshold, ArrDelay > threshold"
5653,"DepDelay > threshold, ArrDelay > threshold"
5660,ArrDelay > threshold
5671,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5698,"DepDelay > threshold, ArrDelay > threshold"
5731,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
5769,"DepDelay > threshold, ArrDelay > threshold"
6044,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6068,"DepDelay > threshold, ArrDelay > threshold"
6117,"DepDelay > threshold, ArrDelay > threshold"
6162,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
6193,"DepDelay > threshold, ArrDelay > threshold"
6204,"DepDelay > threshold, ArrDelay > threshold"
6274,DepDelay > threshold
6345,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6421,ArrDelay > threshold
6455,"DepDelay > threshold, ArrDelay > threshold"
6469,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6478,"DepDelay > threshold, ArrDelay > threshold"
6545,"DepDelay > threshold, ArrDelay > threshold"
6635,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6699,"DepDelay > threshold, ArrDelay > threshold, WeatherDelay > threshold"
6704,DepDelay > threshold
6707,"DepDelay > threshold, ArrDelay > threshold"
6714,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6720,"DepDelay > threshold, ArrDelay > threshold"
6766,"DepDelay > threshold, ArrDelay > threshold"
6767,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
6948,DepDelay > threshold
7110,DepDelay > threshold
7114,DepDelay > threshold
7131,"DepDelay > threshold, ArrDelay > threshold"
7159,"DepDelay > threshold, ArrDelay > threshold"
7229,"DepDelay > threshold, ArrDelay > threshold"
7244,"DepDelay > threshold, ArrDelay > threshold"
7248,"DepDelay > threshold, ArrDelay > threshold"
7274,"DepDelay > threshold, ArrDelay > threshold"
7302,"DepDelay > threshold, ArrDelay > threshold"
7312,"DepDelay > threshold, ArrDelay > threshold"
7316,"DepDelay > threshold, ArrDelay > threshold"
7376,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7390,DepDelay > threshold
7443,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7451,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
7461,"DepDelay > threshold, ArrDelay > threshold"
7483,"DepDelay > threshold, ArrDelay > threshold"
7508,"DepDelay > threshold, ArrDelay > threshold"
7533,"DepDelay > threshold, ArrDelay > threshold"
7584,"DepDelay > threshold, ArrDelay > threshold"
7607,"DepDelay > threshold, ArrDelay > threshold"
7634,ArrDelay > threshold
7652,"DepDelay > threshold, ArrDelay > threshold"
7716,"DepDelay > threshold, ArrDelay > threshold"
7744,"DepDelay > threshold, ArrDelay > threshold"
7768,ArrDelay > threshold
7813,"DepDelay > threshold, ArrDelay > threshold"
7827,DepDelay > threshold
7944,DepDelay > threshold
8027,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8116,"DepDelay > threshold, ArrDelay > threshold, CarrierDelay > threshold"
8221,"DepDelay > threshold, ArrDelay > threshold"
